vtSymbol,OpenTime,OpenPrice,Direction,CloseTime,ClosePrice,Volume,Profit
RB,2016-07-20 09:06:00,1486.0,Short,2016-07-20 09:13:00,1496.66551424,67.0,-8685.7331302540751
RB,2016-07-22 22:55:00,1478.0,Short,2016-07-25 09:10:00,1492.8163959000001,67.0,-11466.029951525359
RB,2016-07-28 22:48:00,1587.0,Long,2016-07-29 09:31:00,1580.06307825,62.0,-5737.2493958515061
RB,2016-08-25 22:41:00,1586.0,Short,2016-09-01 11:26:00,1490.70798053,61.0,56720.452689887672
RB,2016-09-14 11:24:00,1412.0,Short,2016-09-20 13:32:00,1419.6030810499999,73.0,-7216.956191416577
RB,2016-09-28 09:10:00,1412.0,Short,2016-09-28 21:14:00,1432.701352,72.0,-16549.791937344031
RB,2016-10-14 11:26:00,1484.0,Long,2016-10-18 09:07:00,1499.44016117,68.0,8936.4356646404467
RB,2016-11-10 21:10:00,1878.0,Long,2016-11-11 21:23:00,2007.77781981,54.0,68790.190695130252
RB,2016-11-17 09:02:00,1732.0,Short,2016-11-17 13:35:00,1742.0700374999999,63.0,-7822.9900373624369
RB,2016-11-18 09:12:00,1736.0,Short,2016-11-22 09:04:00,1732.71412968,62.0,582.17932235981402
RB,2016-11-25 10:35:00,1863.0,Long,2016-11-25 11:21:00,1935.4254659400001,58.0,40626.461568175539
RB,2016-12-21 14:38:00,1792.0,Short,2016-12-26 09:38:00,1628.27319412,62.0,100058.56270756458
RB,2017-01-12 10:41:00,1843.0,Long,2017-01-12 11:20:00,1824.5535057899999,66.0,-13736.744709982195
RB,2017-01-12 21:34:00,1835.0,Long,2017-01-16 09:05:00,1883.1531350600001,66.0,30215.671032686085
RB,2017-01-24 21:05:00,1874.0,Long,2017-02-03 09:01:00,1769.0,66.0,-70860.437999999995
RB,2017-02-03 21:02:00,1774.0,Short,2017-02-07 11:30:00,1800.6585113199999,66.0,-19150.544932947047
RB,2017-02-10 22:33:00,1908.0,Long,2017-02-14 09:53:00,1924.6849111500001,60.0,8580.9855953310362
RB,2017-02-17 21:32:00,1980.0,Long,2017-02-21 13:32:00,2036.1948853199999,58.0,31200.094182251389
RB,2017-03-14 23:00:00,2046.0,Long,2017-03-16 09:57:00,2053.8316669400001,58.0,3144.5765885175406
RB,2017-04-05 14:15:00,2010.0,Long,2017-04-05 14:31:00,1980.10824093,59.0,-19051.554237514891
RB,2017-04-10 11:09:00,1856.0,Short,2017-04-10 21:58:00,1860.3635405800001,63.0,-4243.1614684565793
